Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Vehicle_movement,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,hour,minute,Hour,Minute,Time_period,Is_peak_hour,Is_night,Is_weekend
Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,1-2yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Getting off,Driver,Normal,Not a Pedestrian,Overtaking,4,2,4,2,Night,0,1,1
Saturday,31-50,Male,High school,Employee,1-2yr,Public (12 seats),Owner,1-2yr,No defect,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Moving Backward,Employee,Normal,Not a Pedestrian,Other,12,47,12,47,Afternoon,0,0,1
Friday,31-50,Male,Junior high school,Employee,2-5yr,Unknown,Owner,Unknown,7,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Self-employed,Normal,Not a Pedestrian,Other,9,20,9,20,Morning,1,0,0
Sunday,18-30,Male,Above high school,Other,2-5yr,Taxi,Owner,Unknown,No defect, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the right,14,23,14,23,Afternoon,0,0,1
Sunday,Unknown,Male,High school,Employee,Above 10yr,Unknown,Owner,1-2yr,No defect, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Turnover,Driver,Normal,Not a Pedestrian,No priority to pedestrian,14,23,14,23,Afternoon,0,0,1
Monday,31-50,Male,Elementary school,Employee,5-10yr,Automobile,Owner,1-2yr,No defect, Outside rural areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Rollover,Going straight,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,14,32,14,32,Afternoon,0,0,0
Monday,31-50,Male,High school,Employee,1-2yr,Unknown,Governmental,Below 1yr,No defect, Outside rural areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Rollover,Going straight,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,14,32,14,32,Afternoon,0,0,0
Monday,Over 51,Male,High school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect, Outside rural areas,other,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,U-Turn,Driver,Normal,Not a Pedestrian,Changing lane to the left,14,32,14,32,Afternoon,0,0,0
Monday,Over 51,Male,High school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,School areas,other,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Overtaking,14,32,14,32,Afternoon,0,0,0
Wednesday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Above 10yr,No defect, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,No distancing,8,40,8,40,Morning,1,0,0
Wednesday,Unknown,Male,Above high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect, Outside rural areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,U-Turn,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,8,40,8,40,Morning,1,0,0
Tuesday,18-30,Male,Above high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect, Outside rural areas,Two-way (divided with broken lines road marking),Escarpments,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,Stopping,Driver,Normal,Not a Pedestrian,Changing lane to the right,18,33,18,33,Evening,1,0,0
Tuesday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,2-5yrs,No defect, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the left,18,33,18,33,Evening,1,0,0
Thursday,18-30,Male,Elementary school,Employee,1-2yr,Automobile,Owner,2-5yrs,No defect,Office areas,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Driver,Normal,Not a Pedestrian,No distancing,10,50,10,50,Afternoon,0,0,0
Thursday,Unknown,Male,Junior high school,Employee,Unknown,Taxi,Owner,2-5yrs,No defect, Outside rural areas,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Getting off,Driver,Normal,Not a Pedestrian,Driving carelessly,10,50,10,50,Afternoon,0,0,0
Wednesday,31-50,Male,Unknown,Unknown,Unknown,Unknown,Owner,Unknown,No defect, Outside rural areas,Undivided Two way,Tangent road with mountainous terrain and,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,No priority to pedestrian,17,25,17,25,Evening,1,0,0
Wednesday,31-50,Male,Elementary school,Employee,5-10yr,Unknown,Owner,2-5yrs,No defect, Outside rural areas,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Going straight,Unknown,Normal,Not a Pedestrian,Driving carelessly,17,25,17,25,Evening,1,0,0
Wednesday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Turnover,Driver,Normal,Not a Pedestrian,Moving Backward,9,20,9,20,Morning,1,0,0
Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,  Recreational areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Moving Backward,Unknown,Unknown,Not a Pedestrian,No distancing,9,20,9,20,Morning,1,0,0
Wednesday,31-50,Male,High school,Employee,2-5yr,Unknown,Owner,Above 10yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,No distancing,11,0,11,0,Afternoon,0,0,0
Wednesday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Unknown,Unknown,Not a Pedestrian,No distancing,11,0,11,0,Afternoon,0,0,0
Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Public (12 seats),Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the left,11,35,11,35,Afternoon,0,0,0
Tuesday,Unknown,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,Above 10yr,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Unknown,Unknown,Unknown,Not a Pedestrian,Changing lane to the left,11,35,11,35,Afternoon,0,0,0
Tuesday,31-50,Male,Illiterate,Employee,Unknown,Lorry (11?40Q),Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,12,30,12,30,Afternoon,0,0,0
Tuesday,Unknown,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,Above 10yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Unknown,Driver,Normal,Not a Pedestrian,Changing lane to the right,12,30,12,30,Afternoon,0,0,0
Thursday,31-50,Male,Junior high school,Employee,1-2yr,Ridden horse,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,Going straight,Driver,Normal,Not a Pedestrian,No priority to vehicle,18,35,18,35,Evening,1,0,0
Thursday,31-50,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown,Driver,Normal,Not a Pedestrian,Moving Backward,18,35,18,35,Evening,1,0,0
Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Above 10yr,Unknown,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Driving carelessly,16,30,16,30,Evening,1,0,1
Saturday,18-30,Male,Junior high school,Owner,5-10yr,Automobile,Owner,5-10yrs,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Unknown or other,Driving carelessly,16,30,16,30,Evening,1,0,1
Saturday,31-50,Male,High school,Employee,1-2yr,Other,Owner,Below 1yr,Unknown, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,21,25,21,25,Night,0,1,1
Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Taxi,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,No priority to pedestrian,21,25,21,25,Night,0,1,1
Saturday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,Unknown,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,No priority to vehicle,21,20,21,20,Night,0,1,1
Tuesday,Over 51,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,Unknown,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Other,Unknown,Unknown,Not a Pedestrian,Driving carelessly,8,43,8,43,Morning,1,0,0
Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Unknown,Office areas,One way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Other,Unknown,Unknown,Not a Pedestrian,Moving Backward,16,49,16,49,Evening,1,0,0
Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,Unknown,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,Driving carelessly,16,49,16,49,Evening,1,0,0
Thursday,31-50,Male,Elementary school,Employee,5-10yr,Unknown,Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,No priority to vehicle,15,30,15,30,Afternoon,0,0,0
Thursday,18-30,Male,Unknown,Unknown,Unknown,Automobile,Owner,Unknown,Unknown,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Getting off,Driver,Normal,Not a Pedestrian,Changing lane to the right,15,30,15,30,Afternoon,0,0,0
Thursday,18-30,Male,Elementary school,Employee,1-2yr,Lorry (41?100Q),Owner,Below 1yr,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Gravel roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the left,18,57,18,57,Evening,1,0,0
Thursday,18-30,Unknown,Elementary school,Employee,5-10yr,Unknown,Owner,Unknown,Unknown,Other,Unknown,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,No priority to vehicle,18,57,18,57,Evening,1,0,0
Thursday,Unknown,Male,Elementary school,Employee,5-10yr,Public (> 45 seats),Owner,Unknown,Unknown,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Driving carelessly,17,0,17,0,Evening,1,0,0
Thursday,Over 51,Male,Junior high school,Employee,1-2yr,Unknown,Governmental,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Moving Backward,17,0,17,0,Evening,1,0,0
Friday,Over 51,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Unknown,Unknown,Office areas,Unknown,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,No distancing,16,50,16,50,Evening,1,0,0
Friday,18-30,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Unknown,Unknown,Office areas,Unknown,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Getting off,Driver,Normal,Not a Pedestrian,Changing lane to the left,16,50,16,50,Evening,1,0,0
Monday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,8,3,8,3,Morning,1,0,0
Monday,31-50,Male,Junior high school,Employee,1-2yr,Unknown,Governmental,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Going straight,Driver,Normal,Not a Pedestrian,No distancing,8,3,8,3,Morning,1,0,0
Monday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,2-5yrs,Unknown, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Unknown,Dry,Daylight,Normal,Vehicle with vehicle collision,Other,Driver,Normal,Not a Pedestrian,Changing lane to the left,16,40,16,40,Evening,1,0,0
Monday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Governmental,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Collision with pedestrians,Going straight,Driver,Normal,Crossing from driver's nearside,Driving carelessly,16,40,16,40,Evening,1,0,0
Monday,18-30,Male,Junior high school,Employee,5-10yr,Public (12 seats),Governmental,Unknown,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,Changing lane to the left,7,40,7,40,Morning,1,0,0
Monday,Unknown,Male,Junior high school,Owner,5-10yr,Lorry (11?40Q),Owner,Unknown,Unknown,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Unknown,Dry,Daylight,Normal,Collision with roadside objects,Going straight,Unknown,Unknown,Not a Pedestrian,No distancing,7,40,7,40,Morning,1,0,0
Tuesday,Under 18,Male,Unknown,Owner,5-10yr,Automobile,Owner,Unknown,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the right,4,46,4,46,Night,0,1,0
Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,No distancing,4,46,4,46,Night,0,1,0
Tuesday,31-50,Male,High school,Employee,2-5yr,Automobile,Owner,Unknown,Unknown,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Reversing,Driver,Normal,Unknown or other,Driving to the left,14,19,14,19,Afternoon,0,0,0
Tuesday,31-50,Male,Above high school,Employee,5-10yr,Bajaj,Governmental,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Other,Driver,Normal,Not a Pedestrian,No distancing,14,19,14,19,Afternoon,0,0,0
Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,Overtaking,18,15,18,15,Evening,1,0,0
